text,reading,rank
入室,にゅうしつ,10353
街灯,がいとう,10355
拡張,かくちょう,10358
伝達,でんたつ,10362
天地,てんち,10364
中継,ちゅうけい,10366
会談,かいだん,10369
軍事,ぐんじ,10371
最早,もはや,10372
貴殿,きでん,10373
攻防,こうぼう,10378
栄光,えいこう,10379
損害,そんがい,10380
脱走,だっそう,10381
激昂,げっこう,10405
入場,にゅうじょう,10406
坂道,さかみち,10408
役職,やくしょく,10410
家系,かけい,10413
山脈,さんみゃく,10415
好機,こうき,10417
喧騒,けんそう,10420
殺戮,さつりく,10421
審判,しんぱん,10423
民族,みんぞく,10426
五時,ごじ,10427
木箱,きばこ,10428
名物,めいぶつ,10430
激情,げきじょう,10431
一国,いっこく,10434
童貞,どうてい,10436
構図,こうず,10439
持参,じさん,10441
稲妻,いなずま,10442
噴出,ふんしゅつ,10444
最奥,さいおう,10447
適性,てきせい,10448
呑気,のんき,10449
壇上,だんじょう,10450
好物,こうぶつ,10451
一周,いっしゅう,10452
処罰,しょばつ,10453
精度,せいど,10454
首元,くびもと,10455
墜落,ついらく,10456
厳密,げんみつ,10461
悪事,あくじ,10462
密室,みっしつ,10468
九月,くがつ,10469
六月,ろくがつ,10470
転倒,てんとう,10475
録音,ろくおん,10477
鉱山,こうざん,10505
地道,じみち,10506
事象,じしょう,10508
技能,ぎのう,10509
外観,がいかん,10510
教養,きょうよう,10515
相場,そうば,10516
迂回,うかい,10519
育成,いくせい,10525
葬儀,そうぎ,10527
宿泊,しゅくはく,10528
陣営,じんえい,10533
舌先,したさき,10534
左足,ひだりあし,10535
甲冑,かっちゅう,10537
黒板,こくばん,10541
助力,じょりょく,10542
此処,ここ,10545
暴露,ばくろ,10548
浴室,よくしつ,10550
台風,たいふう,10551
発進,はっしん,10553
三千,さんぜん,10554
災厄,さいやく,10563
歯車,はぐるま,10565
暗号,あんごう,10567
率先,そっせん,10569
講師,こうし,10570
狭間,はざま,10571
境界,きょうかい,10574
惑星,わくせい,10578
潜伏,せんぷく,10579
獰猛,どうもう,10605
恋心,こいごころ,10608
熟練,じゅくれん,10610
内装,ないそう,10612
失敬,しっけい,10613
咀嚼,そしゃく,10614
真紅,しんく,10618
保留,ほりゅう,10619
電子,でんし,10620
正規,せいき,10623
長女,ちょうじょ,10626
亀頭,きとう,10627
意気,いき,10630
画家,がか,10631
台本,だいほん,10632
火薬,かやく,10634
双眸,そうぼう,10635
清水,しみず,10640
連鎖,れんさ,10644
用途,ようと,10645
難儀,なんぎ,10648
客間,きゃくま,10651
慈愛,じあい,10652
爪先,つまさき,10657
技量,ぎりょう,10660
時分,じぶん,10665
広告,こうこく,10674
上陸,じょうりく,10675
素顔,すがお,10678
三番,さんばん,10679
異議,いぎ,10682
名残,なごり,10688
卑劣,ひれつ,10702
催促,さいそく,10707
円形,えんけい,10708
救済,きゅうさい,10709
万歳,ばんざい,10711
殿方,とのがた,10713
矛先,ほこさき,10714
警報,けいほう,10718
神父,しんぷ,10720
中指,なかゆび,10721
疾走,しっそう,10723
商店,しょうてん,10725
灼熱,しゃくねつ,10727
日光,にっこう,10729
愛用,あいよう,10735
体液,たいえき,10736
左様,さよう,10739
花壇,かだん,10742
分散,ぶんさん,10744
切実,せつじつ,10745
任命,にんめい,10746
語尾,ごび,10748
飛来,ひらい,10752
人前,ひとまえ,10756
機材,きざい,10759
部門,ぶもん,10762
合体,がったい,10763
発作,ほっさ,10765
清楚,せいそ,10769
筋力,きんりょく,10771
目印,めじるし,10772
違法,いほう,10776
熱意,ねつい,10777
予期,よき,10782
区域,くいき,10785
当番,とうばん,10787
君臨,くんりん,10789
降下,こうか,10805
別物,べつもの,10807
弾力,だんりょく,10808
分裂,ぶんれつ,10813
明治,めいじ,10814
身軽,みがる,10815
労力,ろうりょく,10818
征服,せいふく,10820
幼児,ようじ,10823
農業,のうぎょう,10824
流通,りゅうつう,10825
孤児,こじ,10828
遠方,えんぽう,10832
二時,にじ,10833
外交,がいこう,10834
各所,かくしょ,10835
拉致,らち,10840
屈強,くっきょう,10841
天候,てんこう,10842
参戦,さんせん,10843
該当,がいとう,10846
抱擁,ほうよう,10850
穏便,おんびん,10851
展示,てんじ,10852
知能,ちのう,10853
役所,やくしょ,10854
一色,いっしょく,10858
付着,ふちゃく,10860
心得,こころえ,10864
空洞,くうどう,10868
親密,しんみつ,10869
自爆,じばく,10871
霧散,むさん,10873
修業,しゅうぎょう,10875
上部,じょうぶ,10878
布地,ぬのじ,10879
進言,しんげん,10904
退場,たいじょう,10907
百合,ゆり,10908
瀕死,ひんし,10912
家賃,やちん,10914
成就,じょうじゅ,10918
交戦,こうせん,10922
合同,ごうどう,10924
無実,むじつ,10925
爵位,しゃくい,10927
快活,かいかつ,10928
無効,むこう,10931
開拓,かいたく,10932
武術,ぶじゅつ,10933
保持,ほじ,10938
幾度,いくど,10940
直径,ちょっけい,10941
性的,せいてき,10942
金庫,きんこ,10945
推察,すいさつ,10946
船長,せんちょう,10948
山中,さんちゅう,10950
電撃,でんげき,10955
統治,とうち,10956
感傷,かんしょう,10957
失恋,しつれん,10958
死因,しいん,10960
執念,しゅうねん,10961
出動,しゅつどう,10965
退避,たいひ,10966
女中,じょちゅう,10967
万事,ばんじ,10969
野心,やしん,10971
固有,こゆう,10974
面子,メンツ,11005
姫君,ひめぎみ,11006
風船,ふうせん,11008
同性,どうせい,11010
掌握,しょうあく,11017
天空,てんくう,11022
子宮,しきゅう,11026
同類,どうるい,11027
戦線,せんせん,11029
達者,たっしゃ,11036
挙動,きょどう,11040
決行,けっこう,11041
蘇生,そせい,11043
荷台,にだい,11044
鑑賞,かんしょう,11046
十代,じゅうだい,11047
没収,ぼっしゅう,11049
出演,しゅつえん,11050
来訪,らいほう,11057
爆音,ばくおん,11059
下校,げこう,11061
手当,てあて,11063
不死,ふし,11067
集結,しゅうけつ,11068
執行,しっこう,11069
考察,こうさつ,11070
戦法,せんぽう,11071
力量,りきりょう,11076
骨折,こっせつ,11077
次男,じなん,11103
創作,そうさく,11105
嗅覚,きゅうかく,11106
変人,へんじん,11110
搭載,とうさい,11113
戸口,とぐち,11116
畏怖,いふ,11117
退出,たいしゅつ,11118
三分,さんぷん,11125
三倍,さんばい,11128
線路,せんろ,11130
支部,しぶ,11131
下心,したごころ,11132
大昔,おおむかし,11135
壮大,そうだい,11140
器具,きぐ,11142
若手,わかて,11143
節約,せつやく,11144
反芻,はんすう,11147
水泳,すいえい,11148
通達,つうたつ,11149
吟味,ぎんみ,11151
貯金,ちょきん,11158
束縛,そくばく,11162
焦燥,しょうそう,11167
分際,ぶんざい,11171
遠征,えんせい,11174
所作,しょさ,11203
散策,さんさく,11204
茶碗,ちゃわん,11207
腐敗,ふはい,11213
奪還,だっかん,11214
容貌,ようぼう,11219
赤色,あかいろ,11222
許容,きょよう,11223
戦意,せんい,11224
加勢,かせい,11225
座敷,ざしき,11227
発砲,はっぽう,11233
勃起,ぼっき,11241
杞憂,きゆう,11242
質素,しっそ,11244
接客,せっきゃく,11247
艦隊,かんたい,11249
大仰,おおぎょう,11254
隠居,いんきょ,11255
風貌,ふうぼう,11258
蒸発,じょうはつ,11263
御免,ごめん,11267
前衛,ぜんえい,11272
縁談,えんだん,11273
赤毛,あかげ,11274
寝言,ねごと,11278
一八,いちはつ,11281
粘膜,ねんまく,11282
欠席,けっせき,11301
断罪,だんざい,11305
歩道,ほどう,11310
横暴,おうぼう,11311
気丈,きじょう,11312
眷属,けんぞく,11316
寛大,かんだい,11317
負荷,ふか,11318
風味,ふうみ,11322
運搬,うんぱん,11323
弱者,じゃくしゃ,11324
茶番,ちゃばん,11330
情景,じょうけい,11331
飛翔,ひしょう,11332
不毛,ふもう,11338
指紋,しもん,11340
糾弾,きゅうだん,11342
所長,しょちょう,11343
順位,じゅんい,11348
火炎,かえん,11352
暖炉,だんろ,11354
司祭,しさい,11356
調和,ちょうわ,11359
連発,れんぱつ,11360
名字,みょうじ,11361
剣幕,けんまく,11362
主君,しゅくん,11365
多忙,たぼう,11366
合成,ごうせい,11367
裏庭,うらにわ,11369
高熱,こうねつ,11371
巧妙,こうみょう,11372
伝令,でんれい,11373
摂取,せっしゅ,11375
苦情,くじょう,11376
魔導,まどう,11377
描写,びょうしゃ,11381
冷徹,れいてつ,11382
物心,ものごころ,11383
生贄,いけにえ,11388
夜風,よかぜ,11405
無心,むしん,11411
長老,ちょうろう,11413
速攻,そっこう,11414
指図,さしず,11416
竜巻,たつまき,11417
二倍,にばい,11421
花瓶,かびん,11425
四時,よじ,11427
粗末,そまつ,11430
武具,ぶぐ,11431
一大,いちだい,11434
美形,びけい,11436
昆虫,こんちゅう,11437
障子,しょうじ,11438
三枚,さんまい,11439
壮絶,そうぜつ,11445
民家,みんか,11449
木陰,こかげ,11450
海上,かいじょう,11451
子達,こたち,11453
欠伸,あくび,11457
支給,しきゅう,11458
叔母,おば,11459
応対,おうたい,11464
最愛,さいあい,11465
分離,ぶんり,11471
何分,なにぶん,11476
手短,てみじか,11478
臣下,しんか,11481
傑作,けっさく,11504
前面,ぜんめん,11506
吹雪,ふぶき,11509
群衆,ぐんしゅう,11512
清掃,せいそう,11515
鋭利,えいり,11522
収容,しゅうよう,11525
気迫,きはく,11526
急遽,きゅうきょ,11529
救援,きゅうえん,11533
鉄板,てっぱん,11535
手腕,しゅわん,11537
一線,いっせん,11541
局面,きょくめん,11543
効力,こうりょく,11546
木材,もくざい,11548
風紀,ふうき,11552
野蛮,やばん,11558
大木,たいぼく,11560
百万,ひゃくまん,11561
大樹,たいじゅ,11568
海水,かいすい,11569
器官,きかん,11573
妖艶,ようえん,11575
三角,さんかく,11579
北部,ほくぶ,11580
鉄道,てつどう,11583
知的,ちてき,11604
銀貨,ぎんか,11605
資産,しさん,11608
発散,はっさん,11609
凌駕,りょうが,11610
乱入,らんにゅう,11615
豪奢,ごうしゃ,11616
客室,きゃくしつ,11617
無粋,ぶすい,11619
鼻血,はなぢ,11620
探知,たんち,11621
河原,かわら,11624
称賛,しょうさん,11633
堕落,だらく,11634
巨乳,きょにゅう,11637
解答,かいとう,11641
鉄砲,てっぽう,11643
投票,とうひょう,11645
真夏,まなつ,11646
姉弟,してい,11647
夜間,やかん,11648
極秘,ごくひ,11650
性癖,せいへき,11655
覇気,はき,11658
団子,だんご,11659
密度,みつど,11666
大砲,たいほう,11669
反面,はんめん,11670
憶測,おくそく,11675
直属,ちょくぞく,11676
揶揄,やゆ,11679
回路,かいろ,11682
満点,まんてん,11683
生息,せいそく,11685
独断,どくだん,11701
四本,よんほん,11702
化身,けしん,11706
毅然,きぜん,11707
十月,じゅうがつ,11710
名簿,めいぼ,11711
別段,べつだん,11713
俳優,はいゆう,11715
軍服,ぐんぷく,11717
気候,きこう,11718
聴覚,ちょうかく,11719
太刀,たち,11720
一二,いちに,11723
胃袋,いぶくろ,11724
沙汰,さた,11725
事務,じむ,11726
草木,くさき,11728
算段,さんだん,11731
大股,おおまた,11734
車体,しゃたい,11735
境内,けいだい,11739
損失,そんしつ,11741
会計,かいけい,11745
怒気,どき,11747
名門,めいもん,11748
買収,ばいしゅう,11749
回廊,かいろう,11751
出所,しゅっしょ,11752
二三,にさん,11753
囚人,しゅうじん,11757
用紙,ようし,11758
鍛冶,かじ,11759
策略,さくりゃく,11761
野暮,やぼ,11765
現世,げんせ,11766
一位,いちい,11769
開店,かいてん,11770
所業,しょぎょう,11778
魔剣,まけん,11780
水路,すいろ,11802
一片,いっぺん,11813
資源,しげん,11815
的中,てきちゅう,11817
発光,はっこう,11819
直線,ちょくせん,11822
渋谷,しぶや,11828
点検,てんけん,11830
遊戯,ゆうぎ,11832
稼働,かどう,11834
土台,どだい,11835
空虚,くうきょ,11836
抹殺,まっさつ,11837
呪詛,じゅそ,11838
粘液,ねんえき,11843
比例,ひれい,11846
近辺,きんぺん,11848
墓地,ぼち,11855
美味,びみ,11857
収縮,しゅうしゅく,11859
知覚,ちかく,11860
熱中,ねっちゅう,11862
時空,じくう,11863
新規,しんき,11864
重荷,おもに,11866
電流,でんりゅう,11868
責務,せきむ,11869
合戦,かっせん,11870
作物,さくもつ,11871
露店,ろてん,11877
叱責,しっせき,11879
絶賛,ぜっさん,11881
一介,いっかい,11907
適任,てきにん,11908
遺言,ゆいごん,11909
得策,とくさく,11910
体感,たいかん,11911
配属,はいぞく,11912
失神,しっしん,11913
本家,ほんけ,11919
自国,じこく,11921
軽減,けいげん,11922
海面,かいめん,11923
尻目,しりめ,11929
税金,ぜいきん,11930
和解,わかい,11931
光沢,こうたく,11932
防壁,ぼうへき,11935
異物,いぶつ,11936
優位,ゆうい,11937
平坦,へいたん,11940
製品,せいひん,11941
端的,たんてき,11948
初老,しょろう,11949
結成,けっせい,11951
忠誠,ちゅうせい,11954
最上,さいじょう,11957
口論,こうろん,11962
薬品,やくひん,11966
動悸,どうき,11967
肢体,したい,11968
森林,しんりん,11969
縁側,えんがわ,11971
極上,ごくじょう,11976
小学,しょうがく,12001
手品,てじな,12010
上体,じょうたい,12011
出立,しゅったつ,12013
式典,しきてん,12016
辛辣,しんらつ,12017
阿呆,あほ,12019
親愛,しんあい,12021
観戦,かんせん,12022
虐待,ぎゃくたい,12026
消去,しょうきょ,12027
刻印,こくいん,12028
道端,みちばた,12029
余分,よぶん,12030
文献,ぶんけん,12034
圧縮,あっしゅく,12035
統合,とうごう,12036
保障,ほしょう,12037
女装,じょそう,12038
一声,いっせい,12039
褐色,かっしょく,12042
新型,しんがた,12045
一通,いっつう,12050
隣接,りんせつ,12052
明瞭,めいりょう,12056
配達,はいたつ,12058
抑制,よくせい,12059
高額,こうがく,12060
問答,もんどう,12062
安静,あんせい,12067
不倫,ふりん,12068
新品,しんぴん,12069
平原,へいげん,12074
親方,おやかた,12076
勝算,しょうさん,12077
古来,こらい,12081
西側,にしがわ,12082
風習,ふうしゅう,12084
鉱石,こうせき,12085
解読,かいどく,12105
常時,じょうじ,12107
議会,ぎかい,12112
詩人,しじん,12114
山奥,やまおく,12129
垂直,すいちょく,12132
苛烈,かれつ,12133
有益,ゆうえき,12136
半径,はんけい,12137
柔和,にゅうわ,12138
阻害,そがい,12140
険悪,けんあく,12142
参謀,さんぼう,12143
茫然,ぼうぜん,12148
魔神,まじん,12149
亭主,ていしゅ,12150
弁明,べんめい,12151
聖剣,せいけん,12153
醤油,しょうゆ,12155
推定,すいてい,12156
右肩,みぎかた,12157
外道,げどう,12158
幾分,いくぶん,12161
深淵,しんえん,12163
客席,きゃくせき,12164
奔流,ほんりゅう,12165
消息,しょうそく,12166
数倍,すうばい,12171
卑屈,ひくつ,12174
曲線,きょくせん,12177
本社,ほんしゃ,12178
領民,りょうみん,12181
軌跡,きせき,12182
均衡,きんこう,12202
汚染,おせん,12204
真珠,しんじゅ,12206
精密,せいみつ,12207
沖縄,おきなわ,12213
模索,もさく,12215
一戦,いっせん,12216
行儀,ぎょうぎ,12217
罵声,ばせい,12219
移住,いじゅう,12222
中世,ちゅうせい,12223
濃密,のうみつ,12224
都内,とない,12226
牢屋,ろうや,12228
聖域,せいいき,12231
闘争,とうそう,12236
顕現,けんげん,12241
怪人,かいじん,12243
名声,めいせい,12246
波動,はどう,12247
砲弾,ほうだん,12250
侮蔑,ぶべつ,12253
九州,きゅうしゅう,12256
辞書,じしょ,12259
丸太,まるた,12260
絶命,ぜつめい,12261
介抱,かいほう,12263
保有,ほゆう,12266
猛獣,もうじゅう,12269
医学,いがく,12270
断然,だんぜん,12271
化物,ばけもの,12273
頻度,ひんど,12278
誇張,こちょう,12279
志望,しぼう,12283
物置,ものおき,12300
重厚,じゅうこう,12305
進軍,しんぐん,12308
主力,しゅりょく,12309
諸国,しょこく,12310
適応,てきおう,12311
体裁,ていさい,12312
利害,りがい,12314
調合,ちょうごう,12318
組合,くみあい,12320
一式,いっしき,12323
前足,まえあし,12324
融通,ゆうずう,12325
祖国,そこく,12326
攻勢,こうせい,12327
王位,おうい,12328
再婚,さいこん,12330
集会,しゅうかい,12332
矜持,きょうじ,12334
道筋,みちすじ,12338
夕陽,ゆうひ,12339
騎馬,きば,12344
愛嬌,あいきょう,12348
恒例,こうれい,12349
一粒,ひとつぶ,12354
北方,ほっぽう,12357
一名,いちめい,12358
御前,ごぜん,12359
屋内,おくない,12363
水道,すいどう,12365
蒸気,じょうき,12366
分別,ぶんべつ,12374
右目,みぎめ,12375
義兄,ぎけい,12405
月日,つきひ,12406
悪霊,あくりょう,12407
睫毛,まつげ,12409
脳天,のうてん,12412
伴侶,はんりょ,12415
発端,ほったん,12416
手口,てぐち,12418
破損,はそん,12424
代行,だいこう,12425
使役,しえき,12426
寄付,きふ,12428
鎮座,ちんざ,12430
照準,しょうじゅん,12431
傷跡,きずあと,12433
主体,しゅたい,12436
一掃,いっそう,12438
市長,しちょう,12439
太鼓,たいこ,12441
黄昏,たそがれ,12442
同化,どうか,12447
分割,ぶんかつ,12450
農民,のうみん,12452
際限,さいげん,12453
機密,きみつ,12455
整然,せいぜん,12457
今時,いまどき,12458
饒舌,じょうぜつ,12459
書庫,しょこ,12463
術者,じゅつしゃ,12465
交易,こうえき,12468
陥落,かんらく,12470
性分,しょうぶん,12473
一文,いちもん,12477
物腰,ものごし,12480
四百,よんひゃく,12504
英国,えいこく,12505
家屋,かおく,12510
夜道,よみち,12514
近接,きんせつ,12520
選定,せんてい,12524
希少,きしょう,12526
白紙,はくし,12527
執務,しつむ,12529
近道,ちかみち,12531
紅葉,こうよう,12536
非情,ひじょう,12539
停滞,ていたい,12542
陣地,じんち,12543
無情,むじょう,12544
狡猾,こうかつ,12546
城門,じょうもん,12548
制約,せいやく,12550
要員,よういん,12551
白濁,はくだく,12552
腕輪,うでわ,12553
細心,さいしん,12558
七日,なのか,12559
一拍,いっぱく,12564
奮闘,ふんとう,12567
増大,ぞうだい,12569
侵食,しんしょく,12571
町中,まちなか,12602
密集,みっしゅう,12603
墓場,はかば,12604
肩口,かたぐち,12606
衰弱,すいじゃく,12610
予選,よせん,12615
物件,ぶっけん,12618
核心,かくしん,12621
投擲,とうてき,12622
着弾,ちゃくだん,12628
貧弱,ひんじゃく,12632
食物,しょくもつ,12633
撤収,てっしゅう,12634
発掘,はっくつ,12638
複製,ふくせい,12639
大佐,たいさ,12640
在庫,ざいこ,12647
緊迫,きんぱく,12649
狩猟,しゅりょう,12651
栽培,さいばい,12652
凄惨,せいさん,12654
軽率,けいそつ,12655
兆候,ちょうこう,12657
大衆,たいしゅう,12660
壁面,へきめん,12664
陶器,とうき,12669
地中,ちちゅう,12671
文庫,ぶんこ,12676
応募,おうぼ,12677
漁師,りょうし,12706
波紋,はもん,12708
丹念,たんねん,12711
目眩,めまい,12712
発現,はつげん,12715
大戦,たいせん,12723
末路,まつろ,12727
優美,ゆうび,12730
私物,しぶつ,12731
告発,こくはつ,12734
私的,してき,12735
硝子,ガラス,12740
流出,りゅうしゅつ,12742
殊勝,しゅしょう,12743
醜悪,しゅうあく,12749
不憫,ふびん,12752
暴風,ぼうふう,12754
狩人,かりゅうど,12758
熱烈,ねつれつ,12759
炎上,えんじょう,12762
衣類,いるい,12763
徘徊,はいかい,12766
削除,さくじょ,12769
直結,ちょっけつ,12775
突風,とっぷう,12776
見本,みほん,12803
味噌,みそ,12808
大根,だいこん,12809
凡人,ぼんじん,12810
善人,ぜんにん,12814
強情,ごうじょう,12815
本国,ほんごく,12821
安物,やすもの,12824
気弱,きよわ,12826
不調,ふちょう,12829
瘴気,しょうき,12832
手錠,てじょう,12834
雑巾,ぞうきん,12835
餌食,えじき,12837
武人,ぶじん,12840
応戦,おうせん,12845
貪欲,どんよく,12846
終焉,しゅうえん,12849
飛躍,ひやく,12851
根源,こんげん,12852
叱咤,しった,12853
存外,ぞんがい,12854
虐殺,ぎゃくさつ,12861
軽薄,けいはく,12863
名案,めいあん,12870
大軍,たいぐん,12871
数枚,すうまい,12872
通学,つうがく,12876
不可,ふか,12877
格子,こうし,12879
五感,ごかん,12906
膨張,ぼうちょう,12919
突起,とっき,12921
出陣,しゅつじん,12923
自白,じはく,12926
口癖,くちぐせ,12932
毎週,まいしゅう,12933
基調,きちょう,12934
通知,つうち,12936
命運,めいうん,12940
戯言,たわごと,12941
記号,きごう,12942
参上,さんじょう,12944
女将,おかみ,12946
謙虚,けんきょ,12947
射出,しゃしゅつ,12948
若造,わかぞう,12949
羨望,せんぼう,12951
機器,きき,12952
受信,じゅしん,12953
後世,こうせい,12955
視認,しにん,12957
執筆,しっぴつ,12958
到来,とうらい,12963
学食,がくしょく,12966
卑猥,ひわい,12972
性器,せいき,12973
幼少,ようしょう,12977
奥義,おうぎ,12979
返却,へんきゃく,13002
療養,りょうよう,13003
屋外,おくがい,13004
歌詞,かし,13007
勝機,しょうき,13008
上官,じょうかん,13011
邸宅,ていたく,13013
御意,ぎょい,13016
失言,しつげん,13021
好感,こうかん,13024
配信,はいしん,13025
着席,ちゃくせき,13026
一頭,いっとう,13027
歩兵,ほへい,13028
庇護,ひご,13029
火種,ひだね,13035
分断,ぶんだん,13039
調節,ちょうせつ,13041
有用,ゆうよう,13043
脂肪,しぼう,13045
優勢,ゆうせい,13047
発注,はっちゅう,13052
剣技,けんぎ,13053
道徳,どうとく,13054
単調,たんちょう,13062
号室,ごうしつ,13069
豆腐,とうふ,13072
眩暈,めまい,13078
事例,じれい,13101
完治,かんち,13102
雑音,ざつおん,13106
爆風,ばくふう,13108
怠惰,たいだ,13109
居候,いそうろう,13111
形見,かたみ,13117
得物,えもの,13121
長髪,ちょうはつ,13123
路線,ろせん,13124
奥方,おくがた,13126
閉店,へいてん,13130
脚本,きゃくほん,13133
味覚,みかく,13140
志願,しがん,13142
最良,さいりょう,13144
海底,かいてい,13147
人事,じんじ,13150
肉親,にくしん,13151
海軍,かいぐん,13152
長官,ちょうかん,13153
小隊,しょうたい,13158
一刻,いっこく,13160
前例,ぜんれい,13163
薄情,はくじょう,13167
解剖,かいぼう,13170
産物,さんぶつ,13171
騒音,そうおん,13175
投稿,とうこう,13176
外界,がいかい,13202
探検,たんけん,13203
変色,へんしょく,13205
装束,しょうぞく,13206
東方,とうほう,13208
憮然,ぶぜん,13209
隠密,おんみつ,13213
胸板,むないた,13216
架空,かくう,13217
天敵,てんてき,13221
他所,よそ,13222
年配,ねんぱい,13223
夕刻,ゆうこく,13224
求婚,きゅうこん,13225
南方,なんぽう,13227
打倒,だとう,13228
温存,おんぞん,13229
火災,かさい,13233
急用,きゅうよう,13244
一品,いっぴん,13247
記入,きにゅう,13250
会員,かいいん,13251
芸当,げいとう,13252
確固,かっこ,13256
制裁,せいさい,13258
暴行,ぼうこう,13259
二番,にばん,13261
研修,けんしゅう,13264
浪費,ろうひ,13265
十万,じゅうまん,13268
短縮,たんしゅく,13270
聖人,せいじん,13273
改変,かいへん,13276
目下,もっか,13279
一列,いちれつ,13303
宝箱,たからばこ,13305
呪縛,じゅばく,13306
陰気,いんき,13309
宿舎,しゅくしゃ,13313
決勝,けっしょう,13314
松明,たいまつ,13315
拝借,はいしゃく,13316
当惑,とうわく,13317
退室,たいしつ,13318
品質,ひんしつ,13321
窓辺,まどべ,13323
本意,ほんい,13324
親分,おやぶん,13326
小銭,こぜに,13329
脂汗,あぶらあせ,13330
麻薬,まやく,13332
停車,ていしゃ,13334
石像,せきぞう,13337
司会,しかい,13338
食品,しょくひん,13343
全土,ぜんど,13344
政権,せいけん,13346
水平,すいへい,13350
北側,きたがわ,13351
使徒,しと,13354
特異,とくい,13355
窓口,まどぐち,13365
苦難,くなん,13372
日向,ひなた,13373
鼻水,はなみず,13375
崇拝,すうはい,13378
猛然,もうぜん,13380
億劫,おっくう,13382
凍結,とうけつ,13402
払拭,ふっしょく,13403
無骨,ぶこつ,13404
中立,ちゅうりつ,13406
売買,ばいばい,13409
白黒,しろくろ,13411
財宝,ざいほう,13413
萎縮,いしゅく,13414
幼子,おさなご,13422
家中,うちじゅう,13423
梯子,はしご,13424
循環,じゅんかん,13428
反逆,はんぎゃく,13429
林檎,りんご,13430
整列,せいれつ,13433
概要,がいよう,13434
陣形,じんけい,13439
裸足,はだし,13440
長所,ちょうしょ,13444
認知,にんち,13450
国外,こくがい,13451
大穴,おおあな,13454
重圧,じゅうあつ,13455
厚意,こうい,13459
下僕,げぼく,13464
醜態,しゅうたい,13465
自作,じさく,13466
体躯,たいく,13470
隊列,たいれつ,13473
怪獣,かいじゅう,13477
修練,しゅうれん,13479
補正,ほせい,13481
無償,むしょう,13506
交錯,こうさく,13509
毛頭,もうとう,13511
洪水,こうずい,13516
様相,ようそう,13517
紺色,こんいろ,13518
嬌声,きょうせい,13519
蝋燭,ろうそく,13520
聖堂,せいどう,13521
一泊,いっぱく,13527
平常,へいじょう,13528
統制,とうせい,13530
懺悔,さんげ,13531
警部,けいぶ,13539
容態,ようだい,13541
朝飯,あさめし,13544
判決,はんけつ,13546
回線,かいせん,13553
気性,きしょう,13554
地雷,じらい,13555
出店,しゅってん,13557
譲歩,じょうほ,13559
異界,いかい,13560
残業,ざんぎょう,13564
入念,にゅうねん,13565
機動,きどう,13566
著者,ちょしゃ,13568
小瓶,こびん,13571
欠陥,けっかん,13574
献上,けんじょう,13603
冷淡,れいたん,13604
牧場,ぼくじょう,13605
東側,ひがしがわ,13608
公演,こうえん,13611
比喩,ひゆ,13612
主導,しゅどう,13614
動力,どうりょく,13619
超絶,ちょうぜつ,13621
共鳴,きょうめい,13627
一条,いちじょう,13631
勘定,かんじょう,13633
寿司,すし,13636
一喝,いっかつ,13637
上流,じょうりゅう,13638
面目,めんぼく,13640
測定,そくてい,13642
残滓,ざんし,13645
着陸,ちゃくりく,13646
敬愛,けいあい,13650
別室,べっしつ,13657
鼓舞,こぶ,13658
姉上,あねうえ,13659
安泰,あんたい,13660
即刻,そっこく,13665
過度,かど,13666
習性,しゅうせい,13669
偽者,にせもの,13670
細部,さいぶ,13671
奇声,きせい,13673
手札,てふだ,13678
好評,こうひょう,13703
点滅,てんめつ,13704
社交,しゃこう,13705
入部,にゅうぶ,13706
弛緩,しかん,13708
山本,やまもと,13709
暴動,ぼうどう,13710
凝縮,ぎょうしゅく,13712
浜辺,はまべ,13714
私室,ししつ,13715
変動,へんどう,13717
十字,じゅうじ,13719
高台,たかだい,13723
窓枠,まどわく,13724
緩慢,かんまん,13725
念願,ねんがん,13729
士官,しかん,13730
駆逐,くちく,13732
抽出,ちゅうしゅつ,13733
境地,きょうち,13735
貿易,ぼうえき,13743
手軽,てがる,13744
書店,しょてん,13746
秘匿,ひとく,13747
水槽,すいそう,13749
百姓,ひゃくしょう,13757
至高,しこう,13762
騒然,そうぜん,13764
食感,しょっかん,13765
大和,やまと,13766
精進,しょうじん,13767
利点,りてん,13769
明滅,めいめつ,13771
動員,どういん,13772
省略,しょうりゃく,13775
依然,いぜん,13776
大群,たいぐん,13778
闘志,とうし,13779
領内,りょうない,13780
免許,めんきょ,13804
文官,ぶんかん,13805
汽車,きしゃ,13807
幻聴,げんちょう,13811
廃棄,はいき,13812
銃撃,じゅうげき,13813
台座,だいざ,13814
史上,しじょう,13815
千円,せんえん,13816
寛容,かんよう,13817
幕府,ばくふ,13819
甘美,かんび,13821
肉棒,にくぼう,13822
夢想,むそう,13823
胸部,きょうぶ,13828
水筒,すいとう,13832
隣人,りんじん,13838
降臨,こうりん,13840
一蹴,いっしゅう,13845
豊満,ほうまん,13846
捕捉,ほそく,13850
襟元,えりもと,13852
延期,えんき,13855
論外,ろんがい,13860
膝枕,ひざまくら,13862
根気,こんき,13864
芸人,げいにん,13865
内密,ないみつ,13869
日数,にっすう,13872
小言,こごと,13877
偽名,ぎめい,13879
野宿,のじゅく,13901
辟易,へきえき,13903
異能,いのう,13905
亡骸,なきがら,13908
僧侶,そうりょ,13910
木造,もくぞう,13912
